Concept	Code	Source	Description
Congenital heart disease	253414002	SNOMED	Atrioventricular septal defect and common atrioventricular junction (disorder)
Congenital heart disease	449382009	SNOMED	Congenital abnormality of atrioventricular valve leaflet in atrioventricular septal defect (disorder)
Congenital heart disease	449383004	SNOMED	Congenital abnormality of atrioventricular valve papillary muscle in atrioventricular septal defect (disorder)
Congenital heart disease	448119006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation (disorder)
Congenital heart disease	449459006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left inferior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449456004	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left septal commissure (disorder)
Congenital heart disease	449457008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left superior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449538001	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior superior bridging leaflet commissure (disorder)
Congenital heart disease	449490008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right septal commissure (disorder)
Congenital heart disease	449537006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior inferior mural commissure (disorder)
Congenital heart disease	449539009	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right inferior bridging leaflet inferior mural commissure (disorder)
Congenital heart disease	449459006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left inferior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449456004	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left septal commissure (disorder)
Congenital heart disease	449457008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left superior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449537006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior inferior mural commissure (disorder)
Congenital heart disease	449538001	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior superior bridging leaflet commissure (disorder)
Congenital heart disease	449459006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left inferior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449539009	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right inferior bridging leaflet inferior mural commissure (disorder)
Congenital heart disease	449490008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right septal commissure (disorder)
Congenital heart disease	449456004	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left septal commissure (disorder)
Congenital heart disease	449457008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through left superior bridging leaflet lateral mural commissure (disorder)
Congenital heart disease	449537006	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior inferior mural commissure (disorder)
Congenital heart disease	449538001	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right anterosuperior superior bridging leaflet commissure (disorder)
Congenital heart disease	449539009	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right inferior bridging leaflet inferior mural commissure (disorder)
Congenital heart disease	449490008	SNOMED	Atrioventricular septal defect with atrioventricular valve regurgitation through right septal commissure (disorder)
Congenital heart disease	51442005	SNOMED	Congenital atresia of aortic valve (disorder)
Congenital heart disease	253569001	SNOMED	Doubly committed subarterial ventricular septal defect with membranous septum extension (disorder)
Congenital heart disease	94706008	SNOMED	Muscular ventricular septum defect (disorder)
Congenital heart disease	253551005	SNOMED	Restrictive ventricular septal defect (disorder)
Congenital heart disease	10451007	SNOMED	Double aortic arch
Congenital heart disease	10930001	SNOMED	Congenital atresia of pulmonary artery
Congenital heart disease	109429002	SNOMED	Single muscular ventricular septum defect
Congenital heart disease	109431006	SNOMED	Ebstein-like malformation of mitral valve
Congenital heart disease	109432004	SNOMED	Anomalous cardiac muscle bands
Congenital heart disease	111321007	SNOMED	Right aortic arch
Congenital heart disease	111322000	SNOMED	Congenital anomaly of pulmonary veins
Congenital heart disease	111323005	SNOMED	Total anomalous pulmonary venous return
Congenital heart disease	11433004	SNOMED	Congenital coronary artery fistula
Congenital heart disease	11614003	SNOMED	Congenital stenosis of pulmonary veins
Congenital heart disease	12075007	SNOMED	Congenital hypoplasia of ascending aorta
Congenital heart disease	123660008	SNOMED	Dextrorotation of heart
Congenital heart disease	123661007	SNOMED	Levoatrial cardinal vein
Congenital heart disease	128555001	SNOMED	Congenital coronary artery fistula to left atrium
Congenital heart disease	128556000	SNOMED	Congenital coronary artery fistula to left ventricle
Congenital heart disease	128557009	SNOMED	Congenital coronary artery fistula to right atrium
Congenital heart disease	128558004	SNOMED	Congenital coronary artery fistula to right ventricle
Congenital heart disease	128563000	SNOMED	Juxtaposed atrial appendage
Congenital heart disease	128567004	SNOMED	Congenital pulmonary venous atrium
Congenital heart disease	128568009	SNOMED	Congenital systemic venous atrium
Congenital heart disease	129582000	SNOMED	Congenital coronary artery fistula to pulmonary artery
Congenital heart disease	13453009	SNOMED	Anomalous muscle bands of left ventricle
Congenital heart disease	13867009	SNOMED	Preductal coarctation of aorta
Congenital heart disease	14886009	SNOMED	Abdominal heart
Congenital heart disease	15191001	SNOMED	Origin of innominate artery from left side of aortic arch
Congenital heart disease	15459006	SNOMED	Endocardial cushion defect
Congenital heart disease	16567006	SNOMED	Mesocardia
Congenital heart disease	16972009	SNOMED	Congenital aneurysm of aorta
Congenital heart disease	17718000	SNOMED	Ostium primum defect
Congenital heart disease	19092004	SNOMED	Holt-Oram syndrome
Congenital heart disease	19249002	SNOMED	Premature closure of foramen ovale
Congenital heart disease	204297006	SNOMED	Total great vessel transposition
Congenital heart disease	204299009	SNOMED	Dextrotransposition of aorta
Congenital heart disease	204300001	SNOMED	Incomplete great vessel transposition
Congenital heart disease	204311009	SNOMED	Eisenmenger's complex
Congenital heart disease	204317008	SNOMED	Patent foramen ovale
Congenital heart disease	204318003	SNOMED	Persistent ostium secundum
Congenital heart disease	204319006	SNOMED	Lutembacher's syndrome
Congenital heart disease	204343009	SNOMED	Hypoplasia of pulmonary valve
Congenital heart disease	204345002	SNOMED	Congenital fusion of pulmonic cusps
Congenital heart disease	204352000	SNOMED	Supernumerary pulmonary valve cusps
Congenital heart disease	204354004	SNOMED	Congenital tricuspid atresia and stenosis
Congenital heart disease	204357006	SNOMED	Ebstein's anomaly of tricuspid valve
Congenital heart disease	204362007	SNOMED	Parachute malformation of mitral valve
Congenital heart disease	204363002	SNOMED	Supernumerary cusps of the mitral valve
Congenital heart disease	204368006	SNOMED	Subaortic stenosis
Congenital heart disease	204370002	SNOMED	Stenosis of infundibulum of right ventricle
Congenital heart disease	204378009	SNOMED	Congenital coronary aneurysm
Congenital heart disease	204379001	SNOMED	Congenital stricture of coronary artery
Congenital heart disease	204391005	SNOMED	Hypoplasia of cardiac vein
Congenital heart disease	204394002	SNOMED	Congenital anomaly of myocardium
Congenital heart disease	204397009	SNOMED	Cor triloculare
Congenital heart disease	204398004	SNOMED	Congenital epicardial cyst
Congenital heart disease	204399007	SNOMED	Hemicardia
Congenital heart disease	204407002	SNOMED	Anomalous bands of heart
Congenital heart disease	204409004	SNOMED	Anomalous ventricular bands
Congenital heart disease	204423002	SNOMED	Anomalous origin of the aortic arch
Congenital heart disease	204427001	SNOMED	Persistent aortic arch convolutions
Congenital heart disease	204431007	SNOMED	Atresia and stenosis of aorta
Congenital heart disease	204433005	SNOMED	Aplasia of aorta
Congenital heart disease	204443008	SNOMED	Pulmonary artery atresia
Congenital heart disease	204448004	SNOMED	Atresia of pulmonary artery with septal defect
Congenital heart disease	204451006	SNOMED	Anomalies of great veins
Congenital heart disease	204456001	SNOMED	Subdiaphragmatic total anomalous pulmonary venous return
Congenital heart disease	204457005	SNOMED	Supradiaphragmatic total anomalous pulmonary venous return
Congenital heart disease	204463001	SNOMED	Absence of inferior vena cava
Congenital heart disease	204464007	SNOMED	Absence of superior vena cava
Congenital heart disease	204467000	SNOMED	Pulmonary vein atresia
Congenital heart disease	205769006	SNOMED	Situs inversus with levocardia
Congenital heart disease	205834002	SNOMED	Acardia
Congenital heart disease	21470009	SNOMED	Syncope anginosa
Congenital heart disease	218728005	SNOMED	Interrupted aortic arch
Congenital heart disease	21981000	SNOMED	Single coronary artery
Congenital heart disease	2213002	SNOMED	Congenital anomaly of vena cava
Congenital heart disease	233858000	SNOMED	Familial mitral valve prolapse
Congenital heart disease	236530006	SNOMED	Pulmonic stenosis and congenital nephrosis
Congenital heart disease	250941001	SNOMED	Right ventricular fibromuscular infundibular stenosis
Congenital heart disease	250942008	SNOMED	Right ventricular muscular infundibular stenosis
Congenital heart disease	250983006	SNOMED	Bicuspid doming of aortic cusp
Congenital heart disease	251038002	SNOMED	Aortic root congenital abnormality
Congenital heart disease	253268005	SNOMED	Abnormal relationship of right ventricle to left ventricle
Congenital heart disease	253269002	SNOMED	Criss-cross heart
Congenital heart disease	253270001	SNOMED	Abnormal relationship of aortic orifice to pulmonary orifice
Congenital heart disease	253271002	SNOMED	Mirror-imaged heart
Congenital heart disease	253274005	SNOMED	Abnormal atrioventricular connection
Congenital heart disease	253275006	SNOMED	Abnormal atrioventricular connection - biventricular
Congenital heart disease	253276007	SNOMED	Cor triloculare biventriculare
Congenital heart disease	253277003	SNOMED	Discordant atrioventricular connection
Congenital heart disease	253278008	SNOMED	Ambiguous atrioventricular connection
Congenital heart disease	253279000	SNOMED	Absent atrioventricular connection with straddling valve
Congenital heart disease	253280002	SNOMED	Abnormal atrioventricular connection - univentricular
Congenital heart disease	253281003	SNOMED	Double inlet ventricle
Congenital heart disease	253282005	SNOMED	Double inlet right ventricle
Congenital heart disease	253283000	SNOMED	Double inlet left ventricle
Congenital heart disease	253284006	SNOMED	Double inlet to ventricle of indeterminate morphology
Congenital heart disease	253285007	SNOMED	Absent right sided atrioventricular connection
Congenital heart disease	253287004	SNOMED	Left sided atrium connecting to right ventricle
Congenital heart disease	253288009	SNOMED	Left sided atrium connecting to both ventricles
Congenital heart disease	253289001	SNOMED	Left sided atrium connecting to ventricle of indeterminate morphology
Congenital heart disease	253290005	SNOMED	Absent left sided atrioventricular connection
Congenital heart disease	253293007	SNOMED	Right sided atrium connecting to both ventricles
Congenital heart disease	253294001	SNOMED	Right sided atrium connecting to ventricle of indeterminate morphology
Congenital heart disease	253295000	SNOMED	Abnormal ventriculoarterial connection
Congenital heart disease	253297008	SNOMED	Transposition of aorta
Congenital heart disease	253302006	SNOMED	Single outlet ventriculoarterial connection
Congenital heart disease	253303001	SNOMED	Solitary aortic trunk with pulmonary atresia
Congenital heart disease	253304007	SNOMED	Solitary pulmonary trunk with aortic atresia
Congenital heart disease	253305008	SNOMED	Solitary arterial trunk
Congenital heart disease	253307000	SNOMED	Atretic right superior vena cava
Congenital heart disease	253308005	SNOMED	Absent right superior vena cava
Congenital heart disease	253310007	SNOMED	Anomalous insertion of right superior vena cava to left atrium
Congenital heart disease	253311006	SNOMED	Bilateral superior vena cava
Congenital heart disease	253312004	SNOMED	Absent bridging vein
Congenital heart disease	253313009	SNOMED	Inferior vena cava interruption with left sided hemiazygos continuation
Congenital heart disease	253314003	SNOMED	Inferior vena cava interruption with right sided azygos continuation
Congenital heart disease	253315002	SNOMED	Inferior vena cava interruption with bilateral azygos continuation
Congenital heart disease	253316001	SNOMED	Abnormal inferior vena caval connection
Congenital heart disease	253317005	SNOMED	Inferior vena cava connecting to morphological left atrium
Congenital heart disease	253318000	SNOMED	Inferior vena cava connecting to coronary sinus
Congenital heart disease	253321003	SNOMED	Anomalous termination of right pulmonary vein
Congenital heart disease	253322005	SNOMED	Obstructed pulmonary venous connection
Congenital heart disease	253323000	SNOMED	Coronary sinus abnormality
Congenital heart disease	253324006	SNOMED	Coronary sinus defect in left atrium
Congenital heart disease	253326008	SNOMED	Coronary sinus orifice atresia
Congenital heart disease	253327004	SNOMED	Congenital coronary sinus stenosis
Congenital heart disease	253328009	SNOMED	Coronary sinus to left ventricle fistula
Congenital heart disease	253329001	SNOMED	Ductus venosus abnormality
Congenital heart disease	253330006	SNOMED	Patent ductus venosus
Congenital heart disease	253333008	SNOMED	Abnormal connection of hepatic vein to atrium
Congenital heart disease	253334002	SNOMED	Congenital abnormality of atria and atrial septum
Congenital heart disease	253335001	SNOMED	Isomerism of atrial appendages
Congenital heart disease	253336000	SNOMED	Isomerism of right atrial appendage
Congenital heart disease	253337009	SNOMED	Isomerism of left atrial appendage
Congenital heart disease	253338004	SNOMED	Mirror imaged atria
Congenital heart disease	253340009	SNOMED	Prominent valve of inferior vena cava
Congenital heart disease	253341008	SNOMED	Obstructive Eustachian valve
Congenital heart disease	253342001	SNOMED	Prolapse of Eustachian valve
Congenital heart disease	253343006	SNOMED	Anomalous valve of coronary sinus
Congenital heart disease	253345004	SNOMED	Right atrial appendage absent
Congenital heart disease	253346003	SNOMED	Right atrial appendage - left - juxtaposition
Congenital heart disease	253348002	SNOMED	Right atrial endocardial fibroelastosis
Congenital heart disease	253349005	SNOMED	Right atrial hypoplasia
Congenital heart disease	253354001	SNOMED	Supramitral left atrial ring
Congenital heart disease	253357008	SNOMED	Left atrial appendage - right - juxtaposition
Congenital heart disease	253359006	SNOMED	Left atrial endocardial fibroelastosis
Congenital heart disease	253360001	SNOMED	Left atrial hypoplasia
Congenital heart disease	253364005	SNOMED	Foramen ovale valvar aneurysm
Congenital heart disease	253366007	SNOMED	Interauricular septal defect
Congenital heart disease	253369000	SNOMED	Sinus venosus defect with overriding superior vena cava
Congenital heart disease	253370004	SNOMED	Sinus venosus defect with overriding inferior vena cava
Congenital heart disease	253375009	SNOMED	Tricuspid leaflet dysplasia
Congenital heart disease	253376005	SNOMED	Tricuspid annulus hypoplasia
Congenital heart disease	253377001	SNOMED	Dilatation of tricuspid annulus
Congenital heart disease	253378006	SNOMED	Overriding tricuspid valve
Congenital heart disease	253379003	SNOMED	Straddling tricuspid valve
Congenital heart disease	253381001	SNOMED	Absent tricuspid leaflet
Congenital heart disease	253382008	SNOMED	Double orifice of tricuspid valve
Congenital heart disease	253384009	SNOMED	Accessory tissue on tricuspid leaflet
Congenital heart disease	253386006	SNOMED	Arcade abnormality of tricuspid chordae tendinae
Congenital heart disease	253387002	SNOMED	Tricuspid chordae tendinae too short
Congenital heart disease	253388007	SNOMED	Tricuspid chordae tendinae too long
Congenital heart disease	253389004	SNOMED	Tricuspid chordae tendinae to outlet septum
Congenital heart disease	253391007	SNOMED	Parachute malformation of tricuspid valve
Congenital heart disease	253392000	SNOMED	Absent tricuspid papillary muscle
Congenital heart disease	253393005	SNOMED	Fused tricuspid papillary muscle
Congenital heart disease	253394004	SNOMED	Hypoplastic tricuspid papillary muscle
Congenital heart disease	253395003	SNOMED	Mitral valve dysplasia
Congenital heart disease	253396002	SNOMED	Mitral leaflet dysplasia
Congenital heart disease	253397006	SNOMED	Overriding mitral valve
Congenital heart disease	253399009	SNOMED	Straddling mitral valve
Congenital heart disease	2534005	SNOMED	Congenital absence of vena cava
Congenital heart disease	253401003	SNOMED	Absent mitral leaflets
Congenital heart disease	253402005	SNOMED	Double orifice of mitral valve
Congenital heart disease	253403000	SNOMED	Ebstein-like downward displacement of mitral valve
Congenital heart disease	253404006	SNOMED	Anterior leaflet of mitral valve attached to septum
Congenital heart disease	253405007	SNOMED	Accessory tissue on mitral leaflet
Congenital heart disease	253407004	SNOMED	Arcade abnormality of mitral chordae tendinae
Congenital heart disease	253411005	SNOMED	Absent mitral papillary muscle
Congenital heart disease	253412003	SNOMED	Fused mitral papillary muscles
Congenital heart disease	253413008	SNOMED	Hypoplastic mitral papillary muscle
Congenital heart disease	253423004	SNOMED	Malaligned atrial septum
Congenital heart disease	253425006	SNOMED	Double outlet right atrium
Congenital heart disease	253426007	SNOMED	Double outlet left atrium
Congenital heart disease	253429000	SNOMED	Atresia of common atrioventricular valve
Congenital heart disease	253430005	SNOMED	Imperforate common atrioventricular valve
Congenital heart disease	253431009	SNOMED	Hypoplasia of common atrioventricular valve
Congenital heart disease	253432002	SNOMED	Dysplasia of common atrioventricular valve
Congenital heart disease	253434001	SNOMED	Common atrioventricular valve limited to one ventricle
Congenital heart disease	253435000	SNOMED	Dilatation of common atrioventricular valve annulus
Congenital heart disease	253436004	SNOMED	Common atrioventricular valve stenosis
Congenital heart disease	253437008	SNOMED	Common atrioventricular valve leaflet abnormality
Congenital heart disease	253441007	SNOMED	Double orifice of common atrioventricular valve
Congenital heart disease	253442000	SNOMED	Triple orifice of left ventricular component of common atrioventricular valve
Congenital heart disease	253443005	SNOMED	Ebstein's anomaly of common atrioventricular valve
Congenital heart disease	253448001	SNOMED	Arcade abnormality of common atrioventricular valve chordae
Congenital heart disease	253450009	SNOMED	Parachute malformation of common atrioventricular valve
Congenital heart disease	253451008	SNOMED	Absent common atrioventricular valve papillary muscle
Congenital heart disease	253452001	SNOMED	Fused common atrioventricular valve papillary muscle
Congenital heart disease	253453006	SNOMED	Hypoplastic common atrioventricular valve papillary muscle
Congenital heart disease	253455004	SNOMED	Right atrioventricular valve atresia
Congenital heart disease	253456003	SNOMED	Imperforate right atrioventricular valve
Congenital heart disease	253457007	SNOMED	Right atrioventricular valve dysplasia
Congenital heart disease	253458002	SNOMED	Right atrioventricular valve hypoplasia
Congenital heart disease	253460000	SNOMED	Overriding right atrioventricular valve
Congenital heart disease	253463003	SNOMED	Straddling right atrioventricular valve
Congenital heart disease	253465005	SNOMED	Absent right atrioventricular valve leaflets
Congenital heart disease	253467002	SNOMED	Double orifice of right atrioventricular valve
Congenital heart disease	253468007	SNOMED	Ebstein's anomaly of right atrioventricular valve
Congenital heart disease	253470003	SNOMED	True cleft of right atrioventricular valve leaflet
Congenital heart disease	253471004	SNOMED	Accessory tissue on right atrioventricular valve leaflet
Congenital heart disease	253472006	SNOMED	Right atrioventricular valve leaflet dysplasia
Congenital heart disease	253476009	SNOMED	Right atrioventricular valve chordae to outlet septum
Congenital heart disease	253477000	SNOMED	Arcade abnormality of right atrioventricular valve chordae
Congenital heart disease	253479002	SNOMED	Parachute malformation of right atrioventricular valve
Congenital heart disease	253480004	SNOMED	Absent right atrioventricular valve papillary muscle
Congenital heart disease	253481000	SNOMED	Fused right atrioventricular valve papillary muscles
Congenital heart disease	253482007	SNOMED	Hypoplastic right atrioventricular valve papillary muscle
Congenital heart disease	253484008	SNOMED	Left atrioventricular valve atresia
Congenital heart disease	253485009	SNOMED	Imperforate left atrioventricular valve
Congenital heart disease	253486005	SNOMED	Left atrioventricular valve dysplasia
Congenital heart disease	253487001	SNOMED	Left atrioventricular valve hypoplasia
Congenital heart disease	253489003	SNOMED	Overriding left atrioventricular valve
Congenital heart disease	253492004	SNOMED	Straddling left atrioventricular valve
Congenital heart disease	253494003	SNOMED	Absent left atrioventricular valve leaflets
Congenital heart disease	253495002	SNOMED	Double orifice of left atrioventricular valve
Congenital heart disease	253496001	SNOMED	Ebstein's anomaly of left atrioventricular valve
Congenital heart disease	253498000	SNOMED	True cleft of left atrioventricular valve leaflet
Congenital heart disease	253499008	SNOMED	Accessory tissue on left atrioventricular valve leaflet
Congenital heart disease	253500004	SNOMED	Left atrioventricular valve leaflet dysplasia
Congenital heart disease	253504008	SNOMED	Left atrioventricular valve chordae to outlet septum
Congenital heart disease	253505009	SNOMED	Arcade abnormality of left atrioventricular valve chordae
Congenital heart disease	253507001	SNOMED	Parachute malformation of left atrioventricular valve
Congenital heart disease	253508006	SNOMED	Absent left atrioventricular valve papillary muscle
Congenital heart disease	253509003	SNOMED	Fused left atrioventricular valve papillary muscles
Congenital heart disease	253510008	SNOMED	Hypoplastic left atrioventricular valve papillary muscle
Congenital heart disease	253511007	SNOMED	Congenital abnormality of ventricles and ventricular septum
Congenital heart disease	253518001	SNOMED	Diffuse hypoplasia of right ventricle
Congenital heart disease	253519009	SNOMED	Hypoplasia of right ventricular inflow tract
Congenital heart disease	253520003	SNOMED	Hypoplasia of right ventricular outflow tract
Congenital heart disease	253521004	SNOMED	Hypoplasia of right ventricular outflow tract and trabecular area
Congenital heart disease	253523001	SNOMED	Primary right ventricular endocardial fibroelastosis
Congenital heart disease	253524007	SNOMED	Two chambered right ventricle
Congenital heart disease	253525008	SNOMED	Congenital right ventricular diverticulum
Congenital heart disease	253527000	SNOMED	Congenital right ventricular aneurysm
Congenital heart disease	253528005	SNOMED	Arrhythmogenic right ventricular dysplasia
Congenital heart disease	253529002	SNOMED	Right ventricular outflow tract abnormality
Congenital heart disease	253530007	SNOMED	Right ventricular outflow tract obstruction
Congenital heart disease	253531006	SNOMED	Right ventricular outflow obstruction - localized
Congenital heart disease	253532004	SNOMED	Right ventricular outflow obstruction - tubular
Congenital heart disease	253533009	SNOMED	Right ventricular outflow tract atresia
Congenital heart disease	253534003	SNOMED	Right ventricular outflow tract absent
Congenital heart disease	253536001	SNOMED	Left ventricular hypoplasia
Congenital heart disease	253537005	SNOMED	Diffuse hypoplasia of left ventricle
Congenital heart disease	253538000	SNOMED	Hypoplasia of left ventricular inflow tract
Congenital heart disease	253539008	SNOMED	Hypoplasia of left ventricular outflow tract
Congenital heart disease	253540005	SNOMED	Hypoplasia of left ventricular outflow tract and trabecular area
Congenital heart disease	253542002	SNOMED	Abnormal left ventricular muscle band
Congenital heart disease	253543007	SNOMED	Primary left ventricular endocardial fibroelastosis
Congenital heart disease	253544001	SNOMED	Congenital left ventricular aneurysm
Congenital heart disease	253545000	SNOMED	Left ventricular outflow tract abnormality
Congenital heart disease	253546004	SNOMED	Left ventricular outflow tract obstruction
Congenital heart disease	253547008	SNOMED	Left ventricular outflow tract atresia
Congenital heart disease	253548003	SNOMED	Indeterminate ventricular outflow tract obstruction
Congenital heart disease	253573003	SNOMED	Subpulmonary infundibulum
Congenital heart disease	253574009	SNOMED	Subaortic infundibulum
Congenital heart disease	253575005	SNOMED	Bilateral muscular infundibula
Congenital heart disease	253576006	SNOMED	Bilateral deficient infundibula
Congenital heart disease	253578007	SNOMED	Congenital abnormality of arterial valves
Congenital heart disease	253579004	SNOMED	Truncal valve abnormality
Congenital heart disease	253580001	SNOMED	Truncal valve dysplasia
Congenital heart disease	253581002	SNOMED	Truncal valve stenosis
Congenital heart disease	253582009	SNOMED	Truncal valve regurgitation
Congenital heart disease	253583004	SNOMED	Truncal valve prolapse
Congenital heart disease	253584005	SNOMED	Accessory tissue on truncal valve cusp
Congenital heart disease	253585006	SNOMED	Pulmonary valve cusp hypoplasia
Congenital heart disease	253586007	SNOMED	Pulmonary valve ring hypoplasia
Congenital heart disease	253587003	SNOMED	Commissural fusion of pulmonary valve
Congenital heart disease	253588008	SNOMED	Pulmonary valve dysplasia
Congenital heart disease	253590009	SNOMED	Pulmonary atresia with intact ventricular septum
Congenital heart disease	253592001	SNOMED	Pulmonary valve atresia without ventricular outflow tract
Congenital heart disease	253593006	SNOMED	Imperforate pulmonary valve
Congenital heart disease	253594000	SNOMED	Muscular pulmonary atresia
Congenital heart disease	253596003	SNOMED	Absent pulmonary valve syndrome
Congenital heart disease	253597007	SNOMED	Accessory tissue on pulmonary valve cusp
Congenital heart disease	253598002	SNOMED	Unicuspid pulmonary valve
Congenital heart disease	253599005	SNOMED	Bicuspid pulmonary valve
Congenital heart disease	253600008	SNOMED	Quadricuspid pulmonary valve
Congenital heart disease	253601007	SNOMED	Aortic valve ring hypoplasia
Congenital heart disease	253602000	SNOMED	Commissural fusion of aortic valve
Congenital heart disease	253603005	SNOMED	Eccentric opening of aortic valve
Congenital heart disease	253607006	SNOMED	Hypoplasia of aortic valve cusp
Congenital heart disease	253608001	SNOMED	Accessory tissue on aortic valve cusp
Congenital heart disease	253609009	SNOMED	Abnormal number of aortic valve cusps
Congenital heart disease	253610004	SNOMED	Unicuspid aortic valve
Congenital heart disease	253611000	SNOMED	Quadricuspid aortic valve
Congenital heart disease	253614008	SNOMED	Tubular hypoplasia of aorta
Congenital heart disease	253615009	SNOMED	Anomalies of the aorta excluding coarction
Congenital heart disease	253621008	SNOMED	Pulmonary trunk stenosis
Congenital heart disease	253622001	SNOMED	Pulmonary trunk hypoplasia
Congenital heart disease	253623006	SNOMED	Pulmonary trunk atresia
Congenital heart disease	253624000	SNOMED	Pulmonary atresia with confluent pulmonary arteries
Congenital heart disease	253625004	SNOMED	Pulmonary atresia with absent pulmonary artery
Congenital heart disease	253627007	SNOMED	Pulmonary trunk absent with confluent pulmonary arteries
Congenital heart disease	253628002	SNOMED	Pulmonary trunk absent with non-confluent pulmonary arteries
Congenital heart disease	253629005	SNOMED	Pulmonary trunk absent with absent pulmonary artery
Congenital heart disease	253632008	SNOMED	Abnormal origin of right pulmonary artery
Congenital heart disease	253633003	SNOMED	Anomalous origin of right pulmonary artery from ductus arteriosus
Congenital heart disease	253634009	SNOMED	Anomalous origin of right pulmonary artery from ascending aorta
Congenital heart disease	253635005	SNOMED	Abnormal origin of left pulmonary artery
Congenital heart disease	253636006	SNOMED	Anomalous origin of left pulmonary artery from ductus arteriosus
Congenital heart disease	253637002	SNOMED	Anomalous origin of left pulmonary artery from ascending aorta
Congenital heart disease	253638007	SNOMED	Anomalous origin of left pulmonary artery from right pulmonary artery
Congenital heart disease	253642005	SNOMED	Diffuse supravalvar aortic stenosis
Congenital heart disease	253643000	SNOMED	Ascending aortic atresia
Congenital heart disease	253644006	SNOMED	Ascending aorta absent
Congenital heart disease	253646008	SNOMED	Congenital aneurysm of ascending aorta
Congenital heart disease	253649001	SNOMED	Aortic tunnel
Congenital heart disease	253650001	SNOMED	Aorta to right ventricle tunnel
Congenital heart disease	253652009	SNOMED	Right descending aorta
Congenital heart disease	253653004	SNOMED	Left aortic arch and right descending aorta
Congenital heart disease	253654005	SNOMED	Right aortic arch and right descending aorta
Congenital heart disease	253656007	SNOMED	Aortic arch centrally descending
Congenital heart disease	253657003	SNOMED	Cervical aortic arch
Congenital heart disease	253658008	SNOMED	Persisting fifth aortic arch
Congenital heart disease	253660005	SNOMED	Double aortic arch with both patent
Congenital heart disease	253661009	SNOMED	Double aortic arch with unilateral hypoplasia
Congenital heart disease	253662002	SNOMED	Double aortic arch with unilateral atresia
Congenital heart disease	253663007	SNOMED	Vascular ring with left aortic arch
Congenital heart disease	253664001	SNOMED	Vascular ring with right aortic arch
Congenital heart disease	253668003	SNOMED	Isolation of subclavian artery
Congenital heart disease	253672004	SNOMED	Preductal aortic stenosis
Congenital heart disease	253673009	SNOMED	Preductal interruption of aorta
Congenital heart disease	253674003	SNOMED	Preductal hypoplasia of aorta
Congenital heart disease	253675002	SNOMED	Juxtaductal aortic coarctation
Congenital heart disease	253676001	SNOMED	Postductal aortic stenosis
Congenital heart disease	253677005	SNOMED	Postductal interruption of aorta
Congenital heart disease	253678000	SNOMED	Thoracic aortic coarctation
Congenital heart disease	253680006	SNOMED	Postductal hypoplasia of aorta
Congenital heart disease	253681005	SNOMED	Interrupted aortic arch distal to left subclavian artery
Congenital heart disease	253682003	SNOMED	Interrupted aortic arch between left subclavian and left common carotid artery
Congenital heart disease	253683008	SNOMED	Interrupted aortic arch between left common carotid and brachiocephalic artery
Congenital heart disease	253688004	SNOMED	Collaterals to pulmonary arteries
Congenital heart disease	253689007	SNOMED	Major aortopulmonary collateral artery
Congenital heart disease	253690003	SNOMED	Systemic to pulmonary collateral artery
Congenital heart disease	253691004	SNOMED	Stenosis of systemic to pulmonary artery collateral artery
Congenital heart disease	253698005	SNOMED	Isolation of brachiocephalic trunk
Congenital heart disease	253700001	SNOMED	Variant coronary origin from aortic sinus
Congenital heart disease	253703004	SNOMED	Anomalous origin of coronary artery from non-facing sinus
Congenital heart disease	253704005	SNOMED	Anomalous origin of left anterior descending from right coronary artery
Congenital heart disease	253706007	SNOMED	Anomalous origin of coronary artery from pulmonary arterial tree
Congenital heart disease	253707003	SNOMED	Anomalous origin of coronary artery from right pulmonary artery
